search URL:,https://patents.google.com/?q=force&q=feedback&q=UI&oq=force+feedback+UI+,,,,,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link,,,
US-2013285758-A1,Serial communication protocol for medical device ,"Ethicon Endo-Surgery, Inc.","Jeffrey L. Aldridge, John K. Moriarty, Stephen T Janesch, Matthew R. Drzewiecki, Ryan J. Thompson",2012-04-09,2013-03-15,2013-10-31,,https://patents.google.com/patent/US20130285758A1/en,https://patentimages.storage.googleapis.com/f0/c1/2e/b290c6f5dc2f24/US20130285758A1-20131031-D00000.png,,,
US-2013171590-A1,"System, method, and computer software code for instructing an operator to control a powered system having an autonomous controller ",General Electric Company,Ajith Kuttannair Kumar,2006-03-20,2013-02-27,2013-07-04,,https://patents.google.com/patent/US20130171590A1/en,https://patentimages.storage.googleapis.com/ae/0f/f2/e733ccfb197848/US20130171590A1-20130704-D00000.png,,,
US-2008195269-A1,"System, method and computer software code for controlling a powered system and operational information used in a mission by the powered system ","Patricia Sue Lacy, Ajith Kuttannair Kumar, Glenn Robert Shaffer, Young Jennifer B","Patricia Sue Lacy, Ajith Kuttannair Kumar, Glenn Robert Shaffer, Jennifer B. Young",2006-03-20,2008-04-02,2008-08-14,,https://patents.google.com/patent/US20080195269A1/en,https://patentimages.storage.googleapis.com/US20080195269A1/US20080195269A1-20080814-D00000.png,,,
US-2014055375-A1,Flexible apparatus and control method thereof ,"Samsung Electronics Co., Ltd.","Hyun-Jin Kim, Nipun Kumar, Joon-kyu Seo, Kyung-A Kang, Geun-Ho Lee",2012-08-23,2012-10-05,2014-02-27,,https://patents.google.com/patent/US20140055375A1/en,https://patentimages.storage.googleapis.com/90/e8/46/67a74091862a77/US20140055375A1-20140227-D00000.png,,,
US-5893054-A,Amplitude detection and automatic gain control of a sparsely sampled sinusoid by computation including a hilbert transform ,"Boeing North American, Inc.",Stanley A. White,1993-09-07,1993-09-07,1999-04-06,1999-04-06,https://patents.google.com/patent/US5893054A/en,https://patentimages.storage.googleapis.com/pages/US5893054-1.png,,,
US-2016274761-A1,Touch Input Cursor Manipulation ,Apple Inc.,"Marcos Alonso Ruiz, Stephen O. Lemay, Tiffany S. Jon, Nicholas V. King, Imran A. Chaudhri, Patrick L. Coffman, Morgan H. Winer, Nicholas K. Jong",2015-03-19,2015-09-24,2016-09-22,,https://patents.google.com/patent/US20160274761A1/en,https://patentimages.storage.googleapis.com/04/83/29/dce2d020619964/US20160274761A1-20160922-D00000.png,,,
US-7302411-B2,Electronic Billing with required viewing of supplemental information ,Checkfree Corporation,"Ravi Ganesan, Kenneth Hobday",1999-10-08,2001-03-06,2007-11-27,2007-11-27,https://patents.google.com/patent/US7302411B2/en,https://patentimages.storage.googleapis.com/US7302411B2/US07302411-20071127-D00000.png,,,
US-2016274686-A1,Touch Input Cursor Manipulation ,Apple Inc.,"Marcos Alonso Ruiz, Stephen O. Lemay, Tiffany S. Jon, Nicholas V. King, Imran A. Chaudhri, Patrick L. Coffman, Morgan H. Winer",2015-03-19,2015-09-25,2016-09-22,,https://patents.google.com/patent/US20160274686A1/en,https://patentimages.storage.googleapis.com/31/22/82/888e63cbd29b7e/US20160274686A1-20160922-D00000.png,,,
US-2016034167-A1,Context-specific user interfaces ,Apple Inc.,"Christopher Wilson, Gary Ian BUTCHER, Kevin Will Chen, Imran Chaudhri, Alan C. Dye, Aurelio GUZMAN, Jonathan P. Ive, Chanaka G. Karunamuni, Kenneth Kocienda, Kevin Lynch, Pedro MARI, Alessandro Sabatelli, Brian Schmitt, Eric Lance Wilson, Lawrence Y. YANG",2012-05-09,2015-07-31,2016-02-04,,https://patents.google.com/patent/US20160034167A1/en,https://patentimages.storage.googleapis.com/cc/04/db/9c2739634fe4f2/US20160034167A1-20160204-D00000.png,,,
US-2008167767-A1,Method and Computer Software Code for Determining When to Permit a Speed Control System to Control a Powered System ,"Brooks James D, Ajith Kuttannair Kumar","James D. Brooks, Ajith Kuttannair Kumar",2006-03-20,2008-03-21,2008-07-10,,https://patents.google.com/patent/US20080167767A1/en,https://patentimages.storage.googleapis.com/US20080167767A1/US20080167767A1-20080710-D00000.png,,,
US-2014365895-A1,Device and method for generating user interfaces from a template ,Apple Inc.,"Charles MAGAHERN, Szu Wen Huang, Nicholas J. PAULSON, Thomas Alsina",2008-05-13,2014-05-30,2014-12-11,,https://patents.google.com/patent/US20140365895A1/en,https://patentimages.storage.googleapis.com/db/4a/a7/8f558ecaf20826/US20140365895A1-20141211-D00000.png,,,
US-2016359872-A1,System for monitoring and managing datacenters ,"Cisco Technology, Inc.","Navindra Yadav, Abhishek Ranjan Singh, Shashidhar Gandham, Ellen Christine Scheib, Omid Madani, Ali Parandehgheibi, Jackson Ngoc Ki Pang, Vimalkumar Jeyakumar, Michael Standish Watts, Hoang Viet Nguyen, Khawar Deen, Rohit Chandra Prasad, Sunil Kumar Gupta, Supreeth Hosur Nagesh Rao, Anubhav Gupta, Ashutosh Kulshreshtha, Roberto Fernando Spadaro, Hai Trong Vu, Varun Sagar Malhotra, Shih-Chun Chang, Bharathwaj Sankara Viswanathan, Fnu Rachita Agasthy, Duane Thomas Barlow, Andrew Sloane",2015-06-05,2016-04-20,2016-12-08,,https://patents.google.com/patent/US20160359872A1/en,https://patentimages.storage.googleapis.com/99/ab/c3/78a43ee775ca0a/US20160359872A1-20161208-D00000.png,,,
WO-2006020304-A2,Mode-based graphical user interfaces for touch sensitive input devices ,"Apple Computer, Inc.","Steve Hotelling, Joshua A. Strickon, Brian Q. Huppi, Duncan Robert Kerr, Imran Chaudhri, Greg Christie, Jonathan P. Ive, Bas Ording",2004-07-30,2005-07-19,2006-02-23,,https://patents.google.com/patent/WO2006020304A2/en,,,,
US-2014139486-A1,Placement of Optical Sensor on Wearable Electronic Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Curtis Douglas Aumiller, Chengyuan Wei, Lining Yao",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140139486A1/en,https://patentimages.storage.googleapis.com/9b/93/c1/427f590fcffe50/US20140139486A1-20140522-D00000.png,,,
US-2010209885-A1,Vehicle stability enhancement control adaptation to driving skill based on lane change maneuver ,"Gm Global Technology Operations, Inc.","Yuen-Kwok Chin, Jihua Huang, William C. Lin",2009-02-18,2009-02-18,2010-08-19,,https://patents.google.com/patent/US20100209885A1/en,https://patentimages.storage.googleapis.com/US20100209885A1/US20100209885A1-20100819-D00000.png,,,
US-8556795-B2,Portable controller with integral power source for mechanical circulation support systems ,Minnetronix Inc.,"Nathan J. Bolyard, Don W. E. Evans, Thomas P. Sutera",2010-11-23,2011-03-04,2013-10-15,2013-10-15,https://patents.google.com/patent/US8556795B2/en,https://patentimages.storage.googleapis.com/ae/80/01/1ef0f709a7ba60/US08556795-20131015-D00000.png,,,
US-2007010898-A1,Scalable motion control system ,"Martin Hosek, Stuart Beale, Roumen Botev, Matthew Coady, Christopher Hofmeister, Mark Ives, Jairo Moura, Robert Caveney","Martin Hosek, Stuart Beale, Roumen Botev, Matthew Coady, Christopher Hofmeister, Mark Ives, Jairo Moura, Robert Caveney",2005-06-08,2005-07-11,2007-01-11,,https://patents.google.com/patent/US20070010898A1/en,https://patentimages.storage.googleapis.com/US20070010898A1/US20070010898A1-20070111-D00000.png,,,
US-2015332031-A1,Services associated with wearable electronic device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi",2012-11-20,2015-07-29,2015-11-19,,https://patents.google.com/patent/US20150332031A1/en,https://patentimages.storage.googleapis.com/8a/15/41/dfd633fe4ef497/US20150332031A1-20151119-D00000.png,,,
US-2016034133-A1,Context-specific user interfaces ,Apple Inc..,"Christopher Wilson, Gary Ian BUTCHER, Kevin Will Chen, Imran Chaudhri, Alan C. Dye, Aurelio GUZMAN, Jonathan P. Ive, Chanaka G. Karunamuni, Kenneth Kocienda, Kevin Lynch, Pedro MARI, Alessandro Sabatelli, Brian Schmitt, Eric Lance Wilson, Lawrence Y. YANG",2012-05-09,2015-07-31,2016-02-04,,https://patents.google.com/patent/US20160034133A1/en,https://patentimages.storage.googleapis.com/76/d3/70/b42ff0182dcee9/US20160034133A1-20160204-D00000.png,,,
US-2008201028-A1,Method and computer software code for uncoupling power control of a distributed powered system from coupled power settings ,"Brooks James D, Ajith Kuttannair Kumar","James D. Brooks, Ajith Kuttannair Kumar",2006-03-20,2008-04-02,2008-08-21,,https://patents.google.com/patent/US20080201028A1/en,https://patentimages.storage.googleapis.com/US20080201028A1/US20080201028A1-20080821-D00000.png,,,
US-2008208401-A1,"System, method, and computer software code for insuring continuous flow of information to an operator of a powered system ","Ajith Kuttannair Kumar, Wolfgang Daum, Glenn Robert Shaffer, Gerald Douglas Rose, Patricia Sue Lacy","Ajith Kuttannair Kumar, Wolfgang Daum, Glenn Robert Shaffer, Gerald Douglas Rose, Patricia Sue Lacy",2006-03-20,2008-03-10,2008-08-28,,https://patents.google.com/patent/US20080208401A1/en,https://patentimages.storage.googleapis.com/US20080208401A1/US20080208401A1-20080828-D00000.png,,,
US-2013165847-A1,Medical treatment system and methods using a plurality of fluid lines ,Deka Products Limited Partnership,"Jacob W. Scarpaci, Robert J. Bryant, JR., Geoffrey P. Spencer, David J. Hibbard, James D. Dale, John M. Kerwin, Andrew S. Coll, David A. Beavers, David W. McGill, Simon C. Helmore",2011-11-04,2012-11-02,2013-06-27,,https://patents.google.com/patent/US20130165847A1/en,https://patentimages.storage.googleapis.com/a5/86/cb/32b35e6bcd0405/US20130165847A1-20130627-D00000.png,,,
US-2016062573-A1,Reduced size user interface ,Apple Inc.,"Jonathan R. DASCOLA, Christopher Patrick FOSS, Lawrence Y. YANG, Alan C. Dye, David Chance Graham, Jonathan P. Ive, Kevin Lynch, James Howard, Giovanni M. Agnoli, Eric Lance Wilson, Christopher Wilson, Jeffrey MEININGER",2014-09-02,2015-08-28,2016-03-03,,https://patents.google.com/patent/US20160062573A1/en,https://patentimages.storage.googleapis.com/dd/4b/69/a6444a11d3c740/US20160062573A1-20160303-D00000.png,,,
WO-0137060-A1,Home cleaning robot ,The Procter & Gamble Company,"Eric R. Bartsch, Charles W. Fischer, Paul A. France, James F. Kirkpatrick, Gary G. Heaton, Thomas C. Hortel, Arseni Radomyselski, James R. Stigall",1999-11-18,2000-11-17,2001-05-25,,https://patents.google.com/patent/WO2001037060A1/en,,,,
US-6272465-B1,Monolithic PC audio circuit ,"Legerity, Inc.","Larry D. Hewitt, Jeffrey M. Blumenthal, Geoffrey E. Brehmer, Glen W. Brown, Carlin Dru Cabler, Ryan Feemster, David Guercio, Dale E. Gulick, Michael Hogan, Alfredo R. Linz, David Norris, Paul G. Schnizlein, Martin P. Soques, Michael E. Spak, David N. Suggs, Alan T. Torok",1994-11-02,1997-09-22,2001-08-07,2001-08-07,https://patents.google.com/patent/US6272465B1/en,https://patentimages.storage.googleapis.com/US6272465B1/US06272465-20010807-D00000.png,,,
US-2017098881-A1,"Communication system, guided wave switch and methods for use therewith ","At&T Intellectual Property I, Lp","Donald J. Barnickel, Robert Bennett, Farhad Barzegar, Irwin Gerszberg, Paul Shala Henry, Henry Kafka, Thomas M. Willis, III",2015-10-02,2015-10-02,2017-04-06,,https://patents.google.com/patent/US20170098881A1/en,https://patentimages.storage.googleapis.com/eb/77/56/34adf51d53b838/US20170098881A1-20170406-D00000.png,,,
CN-1607522-A,User interface for creation and editing of variable data documents ,‰Ω≥ËÉΩ?™Âºè‰ºöÁ§æ,"ÂÆâÂæ∑È≤Å¬∑Ë©πÂßÜÊñØ¬∑ÁΩ? ?≥‰º¶??∑ÂÖãÈ≤? ?æ‰º¶¬∑??∞îÂ§´¬∑Ê±§Â∞ºÊ£Æ, ÂÆâÂæ∑È≤Å¬∑Á∫¶Áø∞¬∑ÊÉ†?πËè≤Â∞îÂæ∑¬∑?? ?âÂÖã‰º¶¬∑Ë©πÂßÜÊñØ¬∑Â∏ïÁâπ?åÂÖã",2003-10-15,2004-09-03,2005-04-20,,https://patents.google.com/patent/CN1607522A/en,,,,
US-2012271660-A1,"Cloud service facilitator apparatuses, methods and systems ","Harris Theodore D, Patrick Faith","Theodore D. Harris, Patrick Faith",2011-03-04,2012-03-02,2012-10-25,,https://patents.google.com/patent/US20120271660A1/en,https://patentimages.storage.googleapis.com/6a/f4/1a/6769f95f058ee0/US20120271660A1-20121025-D00000.png,,,
US-2011050405-A1,Magnetic levitation haptic interface system ,Hollis Jr Ralph Leroy,"Ralph LeRoy Hollis, JR.",2009-03-02,2010-02-25,2011-03-03,,https://patents.google.com/patent/US20110050405A1/en,https://patentimages.storage.googleapis.com/US20110050405A1/US20110050405A1-20110303-D00000.png,,,
WO-2014100736-A2,"Computer-implemented method, system, and apparatus for electronic patient care ",Deka Products Limited Partnership,"John J. BIASI, Richard M. NEWMAN, Eric L. PRIBYL, John M. Kerwin, Rahul Gupta",2012-12-21,2013-12-20,2014-06-26,,https://patents.google.com/patent/WO2014100736A2/en,,,,
US-2016357389-A1,Devices and Methods for Processing Touch Inputs with Instructions in a Web Page ,Apple Inc.,"Beth M. Dakin, Dean R. Jackson, Samuel M. Weinig, Jonathan J. Lee",2015-06-07,2015-09-25,2016-12-08,,https://patents.google.com/patent/US20160357389A1/en,https://patentimages.storage.googleapis.com/dd/e0/8d/cf889bae95ed98/US20160357389A1-20161208-D00000.png,,,
CN-101384047-A,Scrolling method of mobile terminal ,Lg?µÂ≠ê?™Âºè‰ºöÁ§æ,"?¥ÁÇ§?? ?é‰∏û?? ??èà??,2007-09-04,2008-09-04,2009-03-11,,https://patents.google.com/patent/CN101384047A/en,
US-4816745-A,Method and arrangement for measuring the resistance ratio in a resistance half-bridge ,Endress U. Hauser Gmbh U. Co.,Georg Schneider,1986-10-03,1987-09-09,1989-03-28,1989-03-28,https://patents.google.com/patent/US4816745A/en,https://patentimages.storage.googleapis.com/pages/US4816745-1.png
US-2008183345-A1,Method and Computer Software Code for Determining a Mission Plan for a Powered System When a Desired Mission Parameter Appears Unobtainable ,Ramu Sharat Chandra", Ajith Kuttannair Kumar," Saravanan Thiyagarajan""","Ramu Sharat Chandra, Ajith Kuttannair Kumar, Saravanan Thiyagarajan",2006-03-20,2008-03-21,2008-07-31,,https://patents.google.com/patent/US20080183345A1/en,https://patentimages.storage.googleapis.com/US20080183345A1/US20080183345A1-20080731-D00000.png
US-7703045-B1,Method and apparatus for interacting with objects in a user interface ,"Oracle America, Inc.","Hideya Kawahara, Paul Byrne, Frank E. Ludolph",2006-09-05,2006-09-05,2010-04-20,2010-04-20,https://patents.google.com/patent/US7703045B1/en,https://patentimages.storage.googleapis.com/US7703045B1/US07703045-20100420-D00000.png,,,
CN-101745820-A,Three-degree-of-freedom parallel mechanism type dual head for five-axis machine tools and control method ,?ó‰∫¨?™Á©∫?™Â§©Â§ßÂ?,"?à‰∫î‰∏Ä, Â¥îÂ??? ?©ÂÖà??,2009-12-14,2009-12-14,2010-06-23,,https://patents.google.com/patent/CN101745820A/en,
EP-2578172-A2,Surgical generator for ultrasonic and electrosurgical devices ,Ethicon Endo-Surgery"," Inc.""","Jeffrey L. Aldridge, Robert A. Kemerling, Mark E. Tebbe, Christopher A. Papa, Daniel W. Price, Eitan T. Wiener, Jeffrey D. Messerly, David C. Yates, Mark A. Davison, Scott B. Killinger, Gavin M. Monson, Robert J. Laird, Matthew C. Miller",2011-10-03,2012-10-03,2013-04-10,,https://patents.google.com/patent/EP2578172A2/en,https://patentimages.storage.googleapis.com/0a/e4/60/80994f6c737bde/imgf0001.png,
US-5422834-A,Simulation method and system for simulating drive mechanism ,"Hitachi, Ltd.","Toshihiko Horiuchi, Masaki Nakagawa, Masatsugu Kametani, Takao Konno",1991-07-02,1993-09-09,1995-06-06,1995-06-06,https://patents.google.com/patent/US5422834A/en,https://patentimages.storage.googleapis.com/pages/US5422834-1.png,,,
US-2010209883-A1,Vehicle stability enhancement control adaptation to driving skill based on passing maneuver ,"Gm Global Technology Operations, Inc.","Yuen-Kwok Chin, Jihua Huang, William C. Lin",2009-02-18,2009-02-18,2010-08-19,,https://patents.google.com/patent/US20100209883A1/en,https://patentimages.storage.googleapis.com/US20100209883A1/US20100209883A1-20100819-D00000.png,,,
US-2016366330-A1,Apparatus for processing captured video data based on capture device orientation ,"Martin Paul Boliek, Yaron Galant","Martin Paul Boliek, Yaron Galant",2015-06-11,2015-10-09,2016-12-15,,https://patents.google.com/patent/US20160366330A1/en,https://patentimages.storage.googleapis.com/40/52/31/a9db4f859443a1/US20160366330A1-20161215-D00000.png,,,
US-2014002580-A1,Portable proprioceptive peripatetic polylinear video player ,"Monkeymedia, Inc.","Eric Justin Gould Bear, Rachel M. Strickland, Jim McKee",2012-06-29,2012-07-03,2014-01-02,,https://patents.google.com/patent/US20140002580A1/en,https://patentimages.storage.googleapis.com/bd/71/1d/987f1d86c20b4e/US20140002580A1-20140102-D00000.png,,,
US-2003011320-A1,Light source device ,Ushiodenki Kabushiki Kaisha,"Masashi Okamoto, Tomohiro Yamamoto, Minoru Fukuda",2001-07-13,2002-07-12,2003-01-16,,https://patents.google.com/patent/US20030011320A1/en,https://patentimages.storage.googleapis.com/US20030011320A1/US20030011320A1-20030116-D00000.png,,,
WO-2007102547-A1,"Information processing device, information processing method, and computer program ",Sony Corporation,Tatsuya Igarashi,2006-03-07,2007-03-07,2007-09-13,,https://patents.google.com/patent/WO2007102547A1/en,,,,
US-2010209888-A1,Vehicle stability enhancement control adaptation to driving skill based on curve-handling maneuvers ,"Gm Global Technology Operations, Inc.","Jihua Huang, William C. Lin, Yuen-Kwok Chin",2009-02-18,2009-02-18,2010-08-19,,https://patents.google.com/patent/US20100209888A1/en,https://patentimages.storage.googleapis.com/US20100209888A1/US20100209888A1-20100819-D00000.png,,,
US-2008317386-A1,Playback of Digital Images ,Microsoft Corporation,"Kenneth Wood, Stephen Hodges, Lyndsay Williams, James Srinivasan, Carsten Rother, Antonio Criminisi",2005-12-05,2006-11-16,2008-12-25,,https://patents.google.com/patent/US20080317386A1/en,https://patentimages.storage.googleapis.com/US20080317386A1/US20080317386A1-20081225-D00000.png,,,
